MFC,A,D,Z,Init20,hmm164,INSWORD,0,CORETEST,0,192,192,72.91,57.76,5362,348,1644,1114,7354
MFC,A,D,Z,Init20,hmm164,INSWORD,2,CORETEST,0,192,192,73.78,55.28,5426,289,1639,1361,7354
MFC,A,D,Z,Init20,hmm164,INSWORD,4,CORETEST,0,192,192,74.53,51.63,5481,234,1639,1684,7354
MFC,A,D,Z,Init20,hmm164,INSWORD,6,CORETEST,0,192,192,74.9,46.86,5508,195,1651,2062,7354
MFC,A,D,Z,Init20,hmm184,INSWORD,-32,CORETEST,0,192,192,63.52,62.74,4671,1382,1301,57,7354
MFC,A,D,Z,Init20,hmm184,INSWORD,-16,CORETEST,0,192,192,69.13,66.34,5084,822,1448,205,7354
MFC,A,D,Z,Init20,hmm184,INSWORD,-8,CORETEST,0,192,192,71.69,65.8,5272,568,1514,433,7354
MFC,A,D,Z,Init20,hmm184,INSWORD,-4,CORETEST,0,192,192,72.78,63.58,5352,446,1556,676,7354
MFC,A,D,Z,Init20,hmm184,INSWORD,-2,CORETEST,0,192,192,73.33,61.86,5393,375,1586,844,7354
MFC,A,D,Z,Init20,hmm184,INSWORD,0,CORETEST,0,192,192,73.97,59.82,5440,320,1594,1041,7354
MFC,A,D,Z,Init20,hmm184,INSWORD,2,CORETEST,0,192,192,74.39,56.4,5471,271,1612,1323,7354
MFC,A,D,Z,Init20,hmm184,INSWORD,4,CORETEST,0,192,192,74.97,52.71,5513,228,1613,1637,7354
MFC,A,D,Z,Init20,hmm184,INSWORD,6,CORETEST,0,192,192,75.54,47.92,5555,189,1610,2031,7354
MFC,A,D,Z,Init20,hmm204,INSWORD,-32,CORETEST,0,192,192,63.38,62.52,4661,1404,1289,63,7354
MFC,A,D,Z,Init20,hmm204,INSWORD,-16,CORETEST,0,192,192,69.25,66.54,5093,829,1432,200,7354
MFC,A,D,Z,Init20,hmm204,INSWORD,-8,CORETEST,0,192,192,71.72,65.75,5274,569,1511,439,7354
MFC,A,D,Z,Init20,hmm204,INSWORD,-4,CORETEST,0,192,192,72.86,63.48,5358,446,1550,690,7354
MFC,A,D,Z,Init20,hmm204,INSWORD,-2,CORETEST,0,192,192,73.59,62.12,5412,388,1554,844,7354
MFC,A,D,Z,Init20,hmm204,INSWORD,0,CORETEST,0,192,192,74.07,59.51,5447,338,1569,1071,7354
MFC,A,D,Z,Init20,hmm204,INSWORD,2,CORETEST,0,192,192,74.71,56.81,5494,288,1572,1316,7354
MFC,A,D,Z,Init20,hmm204,INSWORD,4,CORETEST,0,192,192,75.44,52.92,5548,248,1558,1656,7354
MFC,A,D,Z,Init20,hmm204,INSWORD,6,CORETEST,0,192,192,76.01,48.86,5590,200,1564,1997,7354
