MFC,A,D,Z,Init20,hmm84,CS,4,N,650,H,5,0.22,3,1341,1344,80.19,73.29,41474,2264,7983,3567,51721
FBK,A,D,Z,Init20,hmm84,CS,4,N,650,H,5,0.15,2,1342,1344,80.26,73.18,41509,2100,8112,3660,51721
MFC,A,D,Z,Init20,hmm164,CS,4,N,650,H,5,0,0,1344,1344,80.44,73.49,41605,2225,7891,3594,51721
FBK,A,D,Z,Init20,hmm164,CS,4,N,650,H,5,0.22,3,1341,1344,80.66,73.63,41717,2079,7925,3637,51721
MFC,A,D,Z,Init20,hmm84,CS,4,N,650,H,7,0.07,1,1343,1344,80.41,73.68,41589,2239,7893,3482,51721
FBK,A,D,Z,Init20,hmm84,CS,4,N,650,H,7,0.15,2,1342,1344,80.26,73.14,41511,2032,8178,3681,51721
MFC,A,D,Z,Init20,hmm164,CS,4,N,650,H,7,0.3,4,1340,1344,80.53,73.83,41651,2208,7862,3466,51721
FBK,A,D,Z,Init20,hmm164,CS,4,N,650,H,7,0.07,1,1343,1344,80.34,73.3,41551,2055,8115,3638,51721
