MFC,A,D,Z,Init20,hmm84,CS,4,N,650,H,5,0.07,1,1343,1344,79.85,73.63,41301,2521,7899,3219,51721
FBK,A,D,Z,Init20,hmm84,CS,4,N,650,H,5,0.15,2,1342,1344,79.87,72.67,41308,2299,8114,3722,51721
MFC,A,D,Z,Init20,hmm84,CS,4,N,650,H,7,0.15,2,1342,1344,79.94,73.32,41347,2485,7889,3424,51721
FBK,A,D,Z,Init20,hmm84,CS,4,N,650,H,7,0.15,2,1342,1344,79.67,72.4,41207,2267,8247,3759,51721
MFC,A,D,Z,Init20,hmm164,CS,4,N,650,H,5,0.15,2,1342,1344,80.42,73.81,41593,2349,7779,3419,51721
FBK,A,D,Z,Init20,hmm164,CS,4,N,650,H,5,0.15,2,1342,1344,79.98,72.71,41368,2209,8144,3760,51721
MFC,A,D,Z,Init20,hmm164,CS,4,N,650,H,7,0.07,1,1343,1344,80.43,73.77,41598,2343,7780,3446,51721
FBK,A,D,Z,Init20,hmm164,CS,4,N,650,H,7,0.07,1,1343,1344,80.1,73.07,41426,2254,8041,3631,51721
